Parent,Child,CONVERSION RATE,Parent Description,Child Description,Parent QSU,Child QSU,Parent SU,Child SU
191300878,191300878PK,8,GL 7MIL 12IN DRMSHLD 7.5 200CS,GL 7MIL 12IN DRMSHLD 7.5 25/PK,00200,00025,CS,PK
191300879,191300879PK,8,GL 7MIL 12IN DRMSHLD 8 200CS,GL 7MIL 12IN DRMSHLD 8 25/PK,00200,00025,CS,PK
191300876,191300876PK,8,GL 7MIL 12IN DRMSHLD 6.5 200CS,GL 7MIL 12IN DRMSHLD 6.5 25/PK,00200,00025,CS,PK
191300877,191300877PK,8,GL 7MIL 12IN DRMSHLD 7 200CS,GL 7MIL 12IN DRMSHLD 7 25/PK,00200,00025,CS,PK
19170356,19170356EA,40,PROSAT 9X9 70 IPA STR 800CS,PROSAT 9X9 70 IPA STR 20/EA,800,20,CS,EA
1367551,1367551PK,4,PIPET SEROLGCL 25ML EXT 200/CS,PIPET SEROLGCL 25ML EXT 50/PK,00200,00050,CS,PK
1367552,1367552PK,4,PIPET SEROLOGICAL 50ML 100/CS,PIPET SEROLOGICAL 50ML 25/PK,00100,00025,CS,PK
1367547,1367547PK,10,PIPET SER 1X100 2ML 1000/CS,PIPET SER 1X100 2ML 100/PKS,01000,00100,CS,PK
1367548,1367548PK,4,PIPET SER1X10 5ML 200/CS,PIPET SER1X10 5ML 50/PKS,00200,00050,CS,PK
1367549,1367549PK,4,PIPET SER1X10 10ML 200/CS,PIPET SER1X10 10ML 50/PK,00200,00050,CS,PK
08772F,08772FPK,25,DISH 60X15 EASY GRIP 500/CS,DISH 60X15 EASY GRIP 20/PK,00500,00020,CS,PK
1256566,1256566EA,50,PLATE F96WELL TC LID 50/CS,PLATE F96WELL TC LID 1/EA,00050,00001,CS,EA
0974040A,0974040AEA,12,FILT UN TC .20UM 1000ML 12/CS,FILT UN TC .20UM 1000ML 1/EA,00012,00001,CS,EA
1368118E,1368118EEA,50,REPLACE FILTERS 50/PK,REPLACE FILTERS 1/EA,00050,00001,PK,EA
12562001,12562001PK,6,FLASK EASY 175CM2 VENTED 30/CS,FLASK EASY 175CM2 VENTED 5/PK,00030,00005,CS,PK
1367826D,1367826DPK,10,PIPET STL 10X1/10ML 500/CS,PIPET STL 10X1/10ML 50/PK,00500,00050,CS,PK
12565436,12565436PK,6,PLATE V96WELL PP NAT 120/CS,PLATE V96WELL PP NAT 20/PK,00120,00020,CS,PK
028962A,028962AEA,12,BOTTLE WM HDPE 1 OZ 12/PK,BOTTLE WM HDPE 1 OZ,00012,00001,PK,EA
0289711,0289711EA,6,WB EZ-SQZ DH20 LDPE 500ML 6/CS,WB EZ-SQZ DH20 LDPE 500ML 1/EA,00006,00001,CS,EA
018161C,018161CPK,10,BAG ZIP SEAL PE 2MIL 4X6IN MCS,BAGZIPSEAL PE2MIL 4X6IN M100PK,01000,00100,CS,PK
0340920B,0340920BEA,4,W/B VRTK ETOH LDPHE 500ML 4/PK,W/B VRTK ETOH LDPHE 500ML 1/EA,00004,00001,PK,EA
12565383,12565383PK,16,PLATE F96 TC W/LID ST 160/CS,PLATE F96 TC W/LID ST 10/PK,00160,00010,CS,PK
191301634,191301634PK,6,INDUS WPR WYPALL L 720/CS,INDUS WPR WYPALL L 120/PK,00720,00120,CS,PK
C2981,C2981EA,6,CHLOROFORM CERT ACS 1L 6/CS,CHLOROFORM CERT ACS 1L,00006,00001,CS,EA
0553859B,0553859BPK,10,TB 15ML CLR PP FLT BULK 500/CS,TB 15ML CLR PP FLT BULK 50/PK,00500,00050,CS,PK
23290065,23290065EA,12,LABCRAFT DIONZ WTR 16OZ 12/CS,DEIONIZED WATER 1/EA,00012,00001,CS,EA
02891E,02891EEA,24,JAR WM PP 16OZ/500ML 24/CS,JAR WM PP 16OZ/500ML,00024,00001,CS,EA
02896B,02896BEA,12,BOTTLE WM PP 2OZ 12/PK,BOTTLE WM PP 2OZ,00012,00001,PK,EA
02911411,02911411EA,24,BTL GLS CLR JAR 24CS,BTL GLS CLR JAR,00024,00001,CS,EA
1590110R,1590110REA,12,RAINBOW PACK 25MMX13M 12/CS,RAINBOW PACK 25MMX13M,00012,00001,CS,EA
159015R,159015REA,16,RAINBOW PACK 19MMX13M 16/CS,RAINBOW PACK 19MMX13M,00016,00001,CS,EA
0976171,0976171PK,10,RD BTM CRYOVIAL SS 2ML 500/CS,RD BTM CRYOVIAL SS 2ML 50/PK,00500,00050,CS,PK
14955111C,14955111CEA,100,BEAKER TRI-CORNER 250ML 100/CS,BEAKER TRI-CORNER 250ML,00100,00001,CS,EA
07200656,07200656PK,5,96WL FBTM PLT LID NT ST 100/CS,PLT MICR 96-WL RND STYR 20/PK,00100,00020,CS,PK
029232,029232EA,2,BOTTLE HEAVY DUTY 2000ML 2/PK,BOTTLE HEAVY DUTY 2000ML 1/EA,00002,00001,PK,EA
0553910,0553910PK,20,FB50MLTBEPET\PLUG\GRD\S 500CS,FB50MLTBEPET\PLUG\GRD\S 25/PK,00500,00025,CS,PK
101269,101269PK,5,FLASK W/VENT 50ML 25CM 100/CS,FLASK W/VENT 50ML 25CM 20/PK,00100,00020,CS,PK
14955119A,14955119AEA,50,CONTNR MULTIPRP 64OZ TR 50/CS,CONTNR MULTIPRP 64OZ TR EA,00050,00001,CS,EA
15315A,15315AEA,12,CONECTOR QD 1/4 TO 5/16IN 12PK,CONECTOR QD 1/4 TO 5/16IN,00012,00001,PK,EA
1531528F,1531528FEA,100,CONNECT STRAIGH 14-16MM 100CS,CONNECT STRAIGH 14-16MM,00100,00001,CS,EA
0666669,0666669EA,30,SURPASS FACIAL TISSUE WH 30/CS,SURPASS FACIAL TISSUE WHITE,00030,00001,CS,EA
105002,105002EA,6,POWDER FUNNEL 100-109 6/PK,POWDER FUNNEL 100-109,00006,00001,PK,EA
14955125,14955125PK,5,CUVETTE POLYSTYRN 4.5ML 500/CS,CUVETTE POLYSTYRN 4.5ML 100/PK,00500,00100,CS,PK
15319C,15319CEA,12,CONNECTOR T PP 1/4IN 12/PK,CONNECTOR T PP 1/4IN,00012,00001,PK,EA
1532010C,1532010CEA,12,CONNECTOR Y PP 1/4IN 12/PK,CONNECTOR Y PP 1/4IN EA,00012,00001,PK,EA
12565167N,12565167NPK,9,CRYOTUBE 1.8ML RND INTHD 450PK,CRYOTUBE 1.8ML RND INTHD 50/PK,00450,00050,PK,PK
0540362,0540362PK,5,EPTPS BLK 0.1-5ML 500TP 500/CS,EPTPS BLK 0.1-5ML 500TP 100/PK,00500,00100,CS,PK
14955127,14955127PK,5,CUVETTE SEMI-MICRO 1.5ML 500CS,CUVETTE SEMI-MICRO 1.5ML 100PK,00500,00100,CS,PK
1256565,1256565EA,50,PLATE U96WELL TC LID 50/CS,PLATE TC W/LID U96WELL,00050,00001,CS,EA
1424598,1424598EA,100,SPATULA V-SCOOP SPOON 100/CS,SPATULA V-SCOOP SPOON 1/EA,00100,00001,CS,EA
18344E,18344EPK,10,TEXWRITE 22 8.5X11 2500SHT/CS,TEXWRITE 22 8.5X11 250SHT/PK,02500,00250,CS,PK
09761141,09761141EA,12,1LFLTSYS 0.5LFUNL .22POR 12/CS,1L FLTR SYS W/500ML FNL .22CA,00012,00001,CS,EA
12565224,12565224PK,4,DISH 245X245X25MM TC STR 16/CS,DSH PETRI BIOASSY 245X245 4/PK,00016,00004,CS,PK
MT25060CI,MT25060CIEA,6,HEPES BUFFER 1M SLN 6X100 6/CS,HEPES BUFFER 1M SLN 6X100 EA,00006,00001,CS,EA
12565171N,12565171NPK,9,CRYOTUBE 1.8ML RND INTHD 450PK,CRYOTUBE 1.8ML RND INTHD 50/PK,00450,00050,PK,PK
14955128,14955128PK,5,CUVETTES DSP SEMI 1.5ML 500/CS,CUVETTES DSP SEMI 1.5ML 100/PK,00500,00100,CS,PK
07200366,07200366EA,100,CELL SCRAPER GIANT 100/CS,CELL SCRAPER GIANT EACH,00100,00001,CS,EA
125493,125493EA,2,MICRO SLD 3X1 IN PLAIN 144/GR,MICRO SLD 3X1 IN PLAIN 72/EA,144,72,GR,EA
14955111A,14955111APK,4,BEAKER TRI-CORNER 50ML 100/CS,BEAKER TRI-CORNER 50ML 25/PK,00100,00025,CS,PK
14955111B,14955111BPK,4,BEAKER TRI-CORNER 100ML 100/CS,BEAKER TRI-CORNER 100ML 25/PK,00100,00025,CS,PK
14955111C,14955111CPK,4,BEAKER TRI-CORNER 250ML 100/CS,BEAKER TRI-CORNER 250ML 25PK,00100,00025,CS,PK
19165595,19165595EA,6,1 BLU WAFER BX TPE 36YD 6/PK,1 BLUE WAFER BX TPE 36YD 1/PK1,00006,00001,PK,PK
07200588,07200588PK,5,PLT 96WL BLK CLR TRT ST 100/CS,PLT 96WL BLK CLR TRT STR 20PK,00100,00020,CS,PK
09761142,09761142EA,12,1LFLTSYS 0.5LFUNL .45POR 12/CS,1L FLTR SYS W/500ML FNL .45CA,00012,00001,CS,EA
033124,033124EA,24,BTL SQ MEDIA PETG 500ML 24/CS,BTL SQ MEDIA PETG 500ML,00024,00001,CS,EA
0337422,0337422PK,10,CRYOGVIAL RB 2ML 500/CS,CRYOGVIAL RB 2ML 50/PK,00500,00050,CS,PK
0974102,0974102EA,12,FLTR UTA-PES500ML75D.2 12CS,FLTR UTA-PES500ML75D.2 EACH,00012,00001,CS,EA
0974104,0974104EA,12,FLTR UTA-PES250ML50D.2 12CS,FLTR UTA-PES250ML50D.2 EACH,00012,00001,CS,EA
0974107,0974107EA,12,FLTRBTPA-PES45MM500ML 12CS,FLTRBTPA-PES45MM500ML EACH,00012,00001,CS,EA
1012610,1012610PK,5,FLASK W/VENT 70ML 25CM 100/CS,FLASK W/VENT 70ML 25CM 20/PK,00100,00020,CS,PK
12565100,12565100PK,8,DISH 150X20MM TC W/VENTS 80/CS,DISH 150X20MM TC W/VENTS10PK,00080,00010,CS,PK
1256595,1256595PK,40,DISH ST 60X15MM W/VENT 400/CS,DISH TC 60X15MM W/VENTS 10PK,00400,00010,CS,PK
21402484,21402484PK,10,ART 20 LR ADV STR CLR 960/PK,ART 20 LR ADVTG ST CLR 96/PK,960,00096,PK,PK
07203510,07203510PK,12,CENTRIFE TUBE CAPRACK 300CS,CENTRIFE TUBE CAPRACK 25/PK,00300,00025,CS,PK
1523581,1523581PK,12,WYPALL X70 WORKHRSE RAGS 912CS,WYPALL X70 WORKHRSE RAGS 76PK,00912,00076,CS,PK
033121,033121EA,48,BTL SQ MEDIA PETG 125ML 48/CS,BTL SQ MEDIA PETG 125ML,00048,00001,CS,EA
12562000,12562000PK,6,FLASK EASY 175CM2 FILTER 30/CS,FLASK EASY175CM2 FILTER 5PK,00030,00005,CS,PK
1256550,1256550PK,10,FLSK 80CM2 STRTNK PE CAP 50/CS,FLASK 80CM2 STRTNK PE CAP 5PK,00050,00005,CS,PK
19165592,19165592EA,3,2 WAFER BX BLU TAPE 36YD 3/PK,2 WAFER BX BLU TAPE 36YD,00003,00001,PK,EA
033111X,033111XEA,12,BTL SQ MEDIA STR 2000ML 12/CS,BTL SQ MEDIA STR 2000ML 1/EA,00012,00001,CS,EA
033123,033123EA,48,BTL SQ MEDIA PETG 250ML 48/CS,BTL SQ MEDIA PETG 250ML,00048,00001,CS,EA
033125,033125EA,24,BTL SQ MEDIA PTG 1000ML 24/CS,BTL SQ MEDIA PTG 1000ML,00024,00001,CS,EA
0553861,0553861PK,6,TUBE CENT CONICAL 225ML 48/CS,TUBE CENT CONICAL 225ML 8/PK,00048,00008,CS,PK
1012642,1012642EA,6,ERLENMEYER FLASK 2L PC 6/CS,ERLENMEYER FLASK 2L PC,00006,00001,CS,EA
105007,105007EA,12,HD UTILITY FUNNEL 100-109 12PK,HD UTILITY FUNNEL 100-109,00012,00001,PK,EA
1495949B,1495949BPK,10,TUBE PP CONICAL 15ML 500/CS,TUBE PP CONICAL 15ML 50/PK,00500,00050,CS,PK
0974025E,0974025EEA,24,FILTER UN RECEIVR 250ML 24/CS,FILTER UN RECEIVR 250ML,00024,00001,CS,EA
07200293,07200293PK,10,TIP PIPET 1-200UL NAT 10000/CS,TIP PIPET 1-200UL NAT 1000/PK,10000,01000,CS,PK
1012613,1012613PK,8,FLSK W/VENT 750ML 175CM 40/CS,FLSK W/VENT 750ML 175CM 5/PK,00040,00005,CS,PK
14955111F,14955111FPK,4,BEAKER TRI-CORNR 1000ML 100/CS,BEAKER TRI-CORNR 1000ML 25/PK,00100,00025,CS,PK
0435558,0435558EA,12,CDIHL STR IPA 16OZ TRG 12CS,CIDEHL STR IPA 16OZ TRG 12,00012,00001,CS,EA
19042770,19042770EA,20,MOP EDGELESS KNIT STD STR 20CS,MOP EDGELESS KNIT STD STR,00020,00001,CS,EA
1532010F,1532010FEA,12,CONNECTOR Y PP 1/2IN 12/PK,CONNECTOR Y PP 1/2IN 1/EA,00012,00001,PK,EA
191301967,191301967EA,6,WIPER 10.5INX12.25IN 6BKTCS,WIPER 10.5INX12.25IN 1/EA,450,75,CS,EA
0974106,0974106EA,12,FLTRBTPA-PES33MM500ML 12CS,FLTRBTPA-PES33MM500ML,00012,00001,CS,EA
0974108,0974108EA,12,FLTRBTPA-PES33MM150ML 12CS,FLTRBTPA-PES33MM150ML,00012,00001,CS,EA
0553851,0553851PK,10,15MLTBE PET/PLG/ST/GRD RK500CS,15MLTUBE PET PLG ST GRD 50/PK,00500,00050,CS,PK
1012640,1012640EA,4,FRNBH CU FLSK 3LPC STR BAFB4CS,FRNBH CU FLSK 3LPC STR BAFB,00004,00001,CS,EA
191303860,191303860EA,12,STRIL IPA 16OZ TRG 12/CS,STRIL IPA 16OZ TRG 1/EA,00012,00001,CS,EA
0553859A,0553859APK,10,TB 15ML CLR PP FLAT CAP 500/CS,TB 15ML CLR PP FLAT CAP 50/PK,00500,00050,CS,PK
0877231,0877231PK,25,CULT DISH SUSP 60X15MM 500/CS,CULT DISH SUSP 60X15MM 20EA/PK,00500,00020,CS,PK
0891519,0891519EA,50,BLADE RIB BACK SS STL 22 50/PK,BLADE RIB BACK SS STL 22,00050,00001,PK,EA
089275D,089275DEA,20,SCALPEL DISPOSABLE NO21 20/PK,SCALPEL DISPOSABLE NO21,00020,00001,PK,EA
125441,125441PK,2,FF MICRO SLIDES 3X1 IN 144/GR,FF MICRO SLIDES 3X1 IN 72EA/PK,00144,00072,GR,PK
125442,125442PK,2,FF MCRO SL75X25 FR 1-SDE 144GR,FF MCRO SL75X25 FR 1-SDE 72/PK,00144,00072,GR,PK
14135M,14135MEA,12,RUB STPR 1 HOLE NO8 APPX 12PK,RUB STPR 1 HOLE NO8 APPX,00012,00001,PK,EA
22047508,22047508PK,20,TEST TUBE 17X100MM 2-POS CAP,TUBE PS ST CAP 17X100MM 25/PK,00500,00025,CS,PK
0294020,0294020EA,24,BTL NM W/TFE CAP 500ML 24/CS,BTL NM W/TFE CAP 500ML,00024,00001,CS,EA
136667E,136667EPK,6,PIPET SER STER IW 10ML 600/CS,PIPET SER STER IW 10ML 100/PK,00600,00100,CS,PK
19812925,19812925PK,9.6,WYPALL INTERFOLDED RAG 960/CS,WYPALL INTERFOLDED RAG 100/PK,00960,00100,CS,PK
072009,072009PK,4,PIPET 5ML IND 200/CS,PIPET 5ML IND 50EA/PK,00200,00050,CS,PK
08757105,08757105PK,25,PETRI DISH 50X9MM 500/CS,PETRI DISH 50X9MM 20/PK,00500,00020,CS,PK
07200365,07200365EA,100,CELL SCRAPER 100/CS,CELL SCRAPER,00100,00001,CS,EA
07200392,07200392PK,2,TB .2ML PCR FLT CP CLR 1000/CS,TB .2ML PCR FLT CP CLR 500/PK,01000,00500,CS,PK
07201210,07201210PK,10,.2ML PCR STRP 1X8CLR NS 1250CS,0.2ML PCR STRP 1X8CLR NS 125PK,01250,00125,CS,PK
07201211,07201211PK,10,0.2ML PCR STRP RTPCR NS 1250CS,0.2ML PCR STRP RTPCR NS 125/PK,01250,00125,CS,PK
07201212,07201212PK,10,0.2ML PCR CAP DM CLEAR 1250/CS,0.2ML PCR CAP DM CLEAR 125/PK,01250,00125,CS,PK
0877217,0877217EA,50,TC BTM PLT W/L EVAP LID 50/CS,TC BTM PLT W/L EVAP LID,00050,00001,CS,EA
189994781,189994781PK,10,GPM MASK 500/CS,GPM MASK 50/PK,00500,00050,CS,PK
0255525D,0255525DEA,6,BEAKER HEVI DUTY 600ML 6/PK,BEAKER HEVI DUTY 600ML,00006,00001,PK,EA
0289710,0289710EA,6,FB EASY SQUZE BTL UNIVRSL 6/CS,FB EASY SQUZE BTL UNIVRSL,00006,00001,CS,EA
5001022,5001022EA,20,200MM WAFER JAR SNAP LID 20/CS,200MM WAFER JAR SNP LID,00020,00001,CS,EA
5001024,5001024EA,52,CLNRM NT PD 4.5INX5.5IN 52CS,CLNRM NT PD 4.5IN X5.5IN,00052,00001,CS,EA
0334172E,0334172EPK,5,VIAL SCINT 20ML HDPE 500/CS,VIAL SCINT 20ML HDPE 100/PK,00500,00100,CS,PK
0644319,0644319PK,20,FB50MLTBE PP\FLAT\GRD\S 500CS,FB50MLTBE PP\FLAT\GRD\S 25/PK,00500,00025,CS,PK
14958F,14958FPK,4,CULT TUBE 16X100MM DISP 1000CS,CULT TUBE 16X100MM DISP 250PK,01000,00250,CS,PK
14958G,14958GPK,4,CULT TUBE 16X125MM DISP 1000CS,CULT TUBE 16X125MM DISP 250PK,01000,00250,CS,PK
14958H,14958HPK,4,CULT TUBE 16X150MM DISP 1000CS,CULT TUBE 16X150MM DISP 250/PK,01000,00250,CS,PK
1523577,1523577PK,12,WYPALL X60 TERI WIPER 912/CS,WYPALL X60 TERI WIPER 76PK,00912,00076,CS,PK
0974025C,0974025CEA,12,FILTER UN RECEIVR 500ML 12/CS,FILTER UN RECEIVR 500ML,00012,00001,CS,EA
0292422,0292422EA,12,BTL WM AMBER 16OZ HDPE 12/PK,BTL WM AMBER 16OZ HDPE,00012,00001,PK,EA
029238A,029238AEA,12,BOTTLE NM HDPE 1/2OZ 12/PK,BOTTLE NM HDPE 1/2OZ,00012,00001,PK,EA
029253D,029253DEA,12,BOTTLE WM AMBER 8OZ HDPE 12/PK,BOTTLE WM AMBER 8OZ HDPE,00012,00001,PK,EA
0340911A,0340911AEA,6,WASHBTL RTK ACETON 500ML 6/PK,WASHBTL RTK ACETON 500ML,00006,00001,PK,EA
0340911D,0340911DEA,6,WSHBTL ISOPROPANOL 500ML 6/PK,WSHBTL ISOPROPANOL 500ML,00006,00001,PK,EA
19040031,19040031EA,10,HDGR H10 EXTNDR CRWN TUFF 10CS,HDGR H10 EXTNDR CRWN TUFF,00010,00001,CS,EA
190881254,190881254EA,12,SOCK ELIMINATR 36IN 12CS,SOCK CLNRM SORBENT,00012,00001,CS,EA
191202447,191202447EA,24,TAPE CLNRM WFRBX 1X36Y WH 24CS,TAPE CLNRM WAFRBX 1 X36Y WHT,00024,00001,CS,EA
19121101,19121101PR,12,SLV VNYL 8 ML 18IN CLR 12PRPK,SLV VNYL 8 ML 18 CLRSLV VNYL,00012,00001,PK,PR
0259110C,0259110CEA,12,BEAKER GRIFFIN PP 150ML 12/PK,BEAKER GRIFFIN PP 150ML,00012,00001,PK,EA
07200670,07200670EA,50,125 ERLENMEYER VENT CAP 50/CS,125 ERLENMEYER VENT CAP,00050,00001,CS,EA
149591A,149591APK,20,5MLTBE PS\12X75\STR\SNAP 500CS,5MLTBE PS\12X75\STR\SNAP 25PK,00500,00025,CS,PK
2123685,2123685EA,8,TIP ART FLT STR 1000UL 800PK,TIP ART FLT STR 1000UL 100/RCK,800,100,PK,EA
SLFG02550,SLFG02550EA,50,MILLEX FG PP NON-STRILE Q 50PK,MILLEX FG PP NON-STRILE Q,50,1,EA,EA
SLFG05010,SLFG05010EA,10,SYRINGE FILTER HYDROPHOBICPTFE,UFFLT MLX-FG50 HOSE-HOSE,00010,00001,PK,EA
0975413,0975413EA,50,SYR FLT 28MM .2SFCA STRL 50/CS,SYR FLT 26MM .2SFCA STRL,00050,00001,CS,EA
0975421,0975421EA,50,SYR FLT 28MM .45SFCA STR 50/CS,SYR FLT 26MM .45SFCA STR,00050,00001,CS,EA
0720096,0720096EA,50,PLT 96-WELL V-BTM .29ML 50/CS,PLT 96-WELL V-BTM .29ML,00050,00001,CS,EA
087711,087711EA,50,CELL STRAINER STRL 40UM 50/CS,CELL STRAINER STRL 40UM,00050,00001,CS,EA
087712,087712EA,50,CELL STRAINER 70UM STER 50/CS,CELL STRAINER 70UM STER,00050,00001,CS,EA
13681501,13681501EA,80,PIPT BASIN STERILE PS 50ML80CS,PIPET BASIN STRL PS 50ML,00080,00001,CS,EA
14140A,14140AEA,113,RUB STOPPER 2-HOLE NO00 113PK,RUB STOPPER 2-HOLE NO00,00113,00001,PK,EA
1482788,1482788EA,60,CONTR PHLEBOTMX RD 2.2QT 60/CS,CONTR PHLEBOTMX RD 2.2QT,00060,00001,CS,EA
0334172A,0334172APK,5,VIAL SCINT 20ML HDPE 500/CS,VIAL SCINT 20ML HDPE 100/PK,00500,00100,CS,PK
2123635,2123635EA,10,TIP ART REACH 10UL 960PK,TIP ART REACH 10UL 96/RACK,960,96,PK,EA
0540341,0540341PK,2,EPTIPS RELOADS 200UL 960/PK,EPTIPS RELOADS 200UL 480PK,00960,00480,PK,PK
0540343,0540343PK,5,EPTIPS RELOADS 1000UL 960CS,EPTIPS RELOADS 1000UL 192PK,00960,00192,CS,PK
07200668,07200668EA,50,250 ERLENMEYER VENT CAP 50/CS,250 ERLENMEYER VENT CAP,00050,00001,CS,EA
07200669,07200669EA,25,500 ERLENMEYER VENT CAP 25/CS,500 ERLENMEYER VENT CAP,00025,00001,CS,EA
07200672,07200672EA,25,1 L. ERLENMEYER VENT CAP 25/CS,1 L. ERLENMEYER VENT CAP,00025,00001,CS,EA
087711B,087711BEA,100,CELL SCRAPER 25CM 100/CS,CELL SCRAPER 25CM,00100,00001,CS,EA
1012638,1012638EA,4,FERNBACH CUL FLSK 3L PC STR4CS,FERNBACH CUL FLSK 3L PC STR,00004,00001,CS,EA
1368065,1368065PK,12,TCFLSK 75CM2 VENTD CANTD 60CS,TCFLSK 75CM2 VENTD CANTD 5PK,00060,00005,CS,PK
191305613C,191305613CP,72,GLV 13G CUT RSST PU PLM L 72CS,GLV CUT RES W/PALM COAT LG 1PR,00072,00001,CS,PR
191305613D,191305613DP,12,GLV 13G CUT RESIST PU PLM XL,GLV CUT RES W/PALM COAT XL 1PR,00012,00001,DZ,PR
055513,055513PK,5,DILUTION VIAL  TRAY PK 5X50,DILUTION VIAL TRAY 50/PK,00250,00050,CS,PK
0974103,0974103EA,12,FLTR UTA-PES1L90MM0.2 12CS,FLTR UTA-PES1L90MM0.2,00012,00001,CS,EA
191202946C,191202946CP,10,GLV CP100 LATEX LG 1000CS,GLV CP100 LATEX LG 100PK,01000,00100,CS,PK
191202946D,191202946DP,10,GLV CP100 LATEX XL 1000CS,GLV CP100 LATEX XL 100PK,01000,00100,CS,PK
1338260,1338260EA,25,LABEL PY RTK CSTM SYSTM 25/PK,LABEL PY RTK CSTM SYSTM,00025,00001,PK,EA
191302095,191302095EA,12,FB SITELNR SPC BL/F CLR/L 12PK,FB SITELNR SPC BL/F CLR/L,00012,00001,PK,EA
028962D,028962DEA,12,BOTTLE WM 250ML 12/PK,BOTTLE WM 250ML,00012,00001,PK,EA
028962F,028962FEA,6,BOTTLE WM 1L 6/PK,BOTTLE WM 1L,00006,00001,PK,EA
05719239,05719239EA,12,JAR W/M PLY CLNCERT 1L 12/CS,JAR W/M PLY CLNCERT 1L,00012,00001,CS,EA
10500,10500EA,12,POWDER FUNNEL 60-69 12/PK,POWDER FUNNEL 60-69,00012,00001,PK,EA
087724J,087724JEA,50,CULT PLATE W/LID 6 WELL 50/CS,CULT PLATE W/LID 6 WELL,00050,00001,CS,EA
0334081A,0334081APK,5,VIAL 6ML GLASS W/CAP 1000/CS,VIAL 6ML GLASS W/CAP 200 PK,01000,00200,CS,PK
12565182,12565182EA,6,BOX CRYOSTORE81CELL STD HT 6CS,BOX CRYOSTORE81CELL STD HT,00006,00001,CS,EA
029251H,029251HEA,4,JAR STR SIDE WM PC 500ML 4/PK,JAR STR SIDE WM PC 500ML,00004,00001,PK,EA
029251J,029251JEA,4,JAR STR SIDE WM 1000ML 4/PK,JAR STR SIDE WM 1000ML,00004,00001,PK,EA
0333510D,0333510DEA,72,BOTTLE SPEC 95X50 120ML 72/CS,BOTTLE SPEC 95X50 120ML,00072,00001,CS,EA
03590,03590EA,12,BRUSH TEST TUBE 12/PK,BRUSH TEST TUBE,00012,00001,PK,EA
0877123,0877123PK,20,CELL STRAINER CP ST 5ML 500/CS,CELL STRAINER CP NS 5ML 25PK,00500,00025,CS,PK
089275B,089275BEA,20,SCALPEL DISPOSABLE NO11 20/PK,SCALPEL DISPOSABLE NO11,00020,00001,PK,EA
09761119,09761119EA,12,FLTR SYST 150ML .22 CA 12/CS,FLTR SYST 150ML .22 CA,00012,00001,CS,EA
0976140,0976140EA,12,FILTER FUNNEL 1L 90MM 12/CS,FILTER FUNNEL 1L 90MM,00012,00001,CS,EA
A200S212,A200S212EA,4,NIT ACID R ACS SAF 4X21/2L/CS,NIT ACID R ACS SAF 2.5L,00004,00001,CS,EA
A38S212,A38S212EA,6,ACET ACS SAF-CT 6X2.5L CS,ACET ACS SAF-CT 1X2.5L,00006,00001,CS,EA
11380B,11380BEA,72,STIRRING RODS 150MM 1/CS,STIRRING RODS 150MM,72,1,CS,EA
12565350,12565350PK,20,FLSK 75CM2 VNTCLOS 25ML100/CS,FLASK 75CM2 VNT-CLS 275ML 5/PK,00100,00005,CS,PK
1367610C,1367610CPK,10,PIPET STER 5ML 0.1GRAD 500/CS,PIPET STER 5ML 0.1GRAD 50/PK,00500,00050,CS,PK
191302090,191302090EA,12,FB VISITORSPC UNCTD ANSI 12/PK,FB VISITORSPC UNCTD ANSI,00012,00001,PK,EA
0540359,0540359PK,2,EPTPS BLK 50-1000UL 1000/CSEP,EPTPS BLK 50-1000UL 500/PK,01000,00500,CS,PK
212362A,212362APK,8,TIP FLT 1000UL 800/PK,TIP FLT 1000UL 100/PK,800,00100,PK,PK
033377D,033377DPK,20,VIAL CRYOGENIC 2.0ML 500/CS,VIAL CRYOGENIC 2.0ML 25PK,00500,00025,CS,PK
191302088,191302088EA,12,FB 200 SPEC BLK/F CLR/L 12/PK,FB 200 SPEC BLK/F CLR/L,00012,00001,PK,EA
191302089,191302089EA,12,FB 200 SPEC BLU/F CLR/L 12/PK,FB 200 SPEC BLU/F CLR/L,00012,00001,PK,EA
15901D,15901DEA,6,TAPE PINK 13MMX13M 6/PK,TAPE PINK 13MMX13M,00006,00001,PK,EA
15901G,15901GEA,6,TAPE BLUE 13MMX13M 6/PK,TAPE BLUE 13MMX13M,00006,00001,PK,EA
1590120D,1590120DEA,4,TAPE PINK 19MMX55M 4/CS,TAPE PINK 19MMX55M,00004,00001,CS,EA
FB57879,FB57879EA,10,STP FB TURNOVER 37 RED 10/PK,STP FB TURNOVER 37 RED,00010,00001,PK,EA
0344823,0344823EA,3,PIPET FILLER 3/PK,PIPET FILLER,00003,00001,PK,EA
07200628,07200628PK,5,PLT 96-WL SLD WH W/LD STR C/CS,PLT 96-WL SLD WH W/LD STR 20PK,00100,00020,CS,PK
0720012,0720012PK,4,PIPET 10ML IND 200/CS,PIPET 10ML IND 50/PK,00200,00050,CS,PK
07200572,07200572PK,20,STRPET 2ML PA/PLAS 1000/CS,STRPET 2ML PA/PLAS 50/PK,01000,00050,CS,PK
07200573,07200573PK,4,STRIPET 5ML PAP/PLAS ST 200/CS,STRIPET 5ML PAP/PLAS ST 50/PK,00200,00050,CS,PK
